FIPS,fyDeclared,incidentType,count
37027,2020,Biological,2
37027,2020,Hurricane,1
37027,2021,Severe Storm,1
37027,2023,Hurricane,1
37029,2003,Hurricane,1
37029,2005,Hurricane,2
37029,2010,Hurricane,1
37029,2011,Hurricane,2
37029,2011,Severe Storm,1
37029,2017,Hurricane,2
37029,2018,Hurricane,1
37029,2019,Hurricane,1
37029,2020,Biological,2
37029,2020,Hurricane,2
37029,2023,Hurricane,1
37031,2003,Hurricane,1
37031,2005,Hurricane,2
37031,2006,Hurricane,1
37031,2010,Hurricane,1
37031,2011,Hurricane,2
37031,2017,Hurricane,2
37031,2018,Hurricane,2
37031,2019,Hurricane,1
37031,2020,Biological,2
37031,2020,Hurricane,2
37031,2021,Hurricane,1
37031,2023,Hurricane,1
37033,2000,Severe Storm,1
37033,2003,Severe Ice Storm,1
37033,2004,Hurricane,1
37033,2005,Hurricane,1
37033,2014,Severe Ice Storm,1
37033,2017,Hurricane,1
37033,2018,Hurricane,1
37033,2019,Hurricane,2
37033,2020,Biological,2
37033,2020,Hurricane,1
37033,2023,Hurricane,1
37035,2003,Severe Ice Storm,1
37035,2004,Hurricane,1
37035,2005,Hurricane,1
37035,2014,Flood,1
37035,2018,Hurricane,1
37035,2019,Hurricane,1
37035,2020,Biological,2
37035,2020,Hurricane,1
37035,2023,Hurricane,1
37037,2000,Severe Storm,1
37037,2003,Severe Ice Storm,1
37037,2005,Hurricane,1
37037,2017,Hurricane,2
37037,2018,Hurricane,2
37037,2019,Hurricane,2
37037,2020,Biological,2
37037,2020,Hurricane,1
37037,2023,Hurricane,1
37039,2005,Hurricane,1
37039,2018,Hurricane,1
37039,2019,Hurricane,1
37039,2020,Biological,2
37039,2020,Hurricane,1
37039,2020,Severe Storm,1
37039,2023,Hurricane,1
37041,2003,Hurricane,1
37041,2005,Hurricane,2
37041,2010,Hurricane,1
37041,2011,Hurricane,2
37041,2017,Hurricane,2
37041,2018,Hurricane,1
37041,2019,Hurricane,1
37041,2020,Biological,2
37041,2020,Hurricane,2
37041,2021,Hurricane,1
37041,2023,Hurricane,1
37043,2005,Hurricane,1
37043,2018,Hurricane,1
37043,2019,Hurricane,1
37043,2020,Biological,2
37043,2020,Hurricane,1
37043,2023,Hurricane,1
37045,2003,Severe Ice Storm,1
37045,2004,Hurricane,1
37045,2005,Hurricane,1
37045,2018,Hurricane,1
37045,2019,Hurricane,1
37045,2020,Biological,2
37045,2020,Hurricane,1
37045,2020,Severe Storm,1
37045,2023,Hurricane,1
37047,2003,Hurricane,1
37047,2004,Hurricane,1
37047,2005,Hurricane,2
37047,2010,Hurricane,1
37047,2011,Hurricane,2
37047,2017,Hurricane,2
37047,2018,Hurricane,2
37047,2019,Hurricane,1
37047,2020,Biological,2
37047,2020,Hurricane,2
37047,2021,Hurricane,1
37047,2023,Hurricane,1
37049,2003,Hurricane,1
37049,2005,Hurricane,2
37049,2006,Hurricane,1
37049,2010,Hurricane,1
37049,2011,Hurricane,2
37049,2011,Severe Storm,2
37049,2017,Hurricane,2
37049,2018,Hurricane,2
37049,2019,Hurricane,1
37049,2020,Biological,2
37049,2020,Hurricane,2
37049,2021,Hurricane,1
37049,2023,Hurricane,1
37051,2003,Hurricane,1
37051,2004,Hurricane,1
37051,2005,Hurricane,2
37051,2011,Fire,1
37051,2011,Severe Storm,1
37051,2017,Hurricane,2
37051,2018,Hurricane,2
37051,2019,Hurricane,1
37051,2020,Biological,2
37051,2020,Hurricane,1
37051,2023,Hurricane,1
37053,2003,Hurricane,1
37053,2005,Hurricane,2
37053,2010,Hurricane,1
37053,2011,Hurricane,2
37053,2011,Severe Storm,1
37053,2017,Hurricane,2
37053,2018,Hurricane,1
37053,2019,Hurricane,1
37053,2020,Biological,2
37053,2020,Hurricane,2
37053,2023,Hurricane,1
37055,2003,Hurricane,1
37055,2005,Hurricane,2
37055,2006,Hurricane,1
37055,2010,Hurricane,1
37055,2011,Hurricane,2
37055,2017,Hurricane,2
37055,2018,Hurricane,2
37055,2019,Hurricane,2
37055,2020,Biological,2
37055,2020,Hurricane,2
37055,2023,Hurricane,1
37057,2000,Severe Storm,1
37057,2003,Hurricane,1
37057,2003,Severe Ice Storm,1
37057,2004,Hurricane,1
37057,2005,Hurricane,1
37057,2014,Severe Ice Storm,1
37057,2017,Hurricane,1
37057,2018,Hurricane,2
37057,2019,Hurricane,2
37057,2020,Biological,2
37057,2020,Hurricane,1
37057,2021,Severe Storm,1
37057,2023,Hurricane,1
37059,2003,Severe Ice Storm,1
37059,2005,Hurricane,1
37059,2014,Severe Ice Storm,1
37059,2017,Hurricane,1
37059,2018,Hurricane,1
37059,2019,Hurricane,2
37059,2020,Biological,2
37059,2020,Hurricane,1
37059,2021,Severe Storm,1
37059,2023,Hurricane,1
37061,2003,Hurricane,1
37061,2005,Hurricane,2
37061,2010,Hurricane,1
37061,2011,Hurricane,2
37061,2017,Hurricane,2
37061,2018,Hurricane,2
37061,2019,Hurricane,1
37061,2020,Biological,2
37061,2020,Hurricane,2
37061,2021,Severe Storm,1
37061,2023,Hurricane,1
37063,2000,Severe Storm,1
37063,2003,Hurricane,1
37063,2003,Severe Ice Storm,1
37063,2005,Hurricane,1
37063,2017,Hurricane,1
37063,2018,Hurricane,2
37063,2019,Hurricane,1
37063,2020,Biological,2
37063,2020,Hurricane,1
37063,2023,Hurricane,1
37065,2000,Severe Storm,1
37065,2003,Hurricane,1
37065,2003,Severe Ice Storm,1
37065,2005,Hurricane,2
37065,2010,Hurricane,1
37065,2011,Hurricane,2
37065,2017,Hurricane,2
37065,2018,Hurricane,1
37065,2019,Hurricane,1
37065,2020,Biological,2
37065,2020,Hurricane,1
37065,2021,Severe Storm,1
37065,2023,Hurricane,1
37067,2003,Severe Ice Storm,2
37067,2004,Hurricane,1
37067,2005,Hurricane,1
37067,2017,Hurricane,1
37067,2018,Hurricane,1
37067,2019,Hurricane,2
37067,2020,Biological,2
37067,2020,Hurricane,1
37067,2023,Hurricane,1
37069,2000,Severe Storm,1
37069,2003,Hurricane,1
37069,2003,Severe Ice Storm,1
37069,2005,Hurricane,1
37069,2017,Hurricane,2
37069,2018,Hurricane,1
37069,2019,Hurricane,1
37069,2020,Biological,2
37069,2020,Hurricane,1
37069,2023,Hurricane,1
37071,2003,Severe Ice Storm,1
37071,2004,Hurricane,1
37071,2005,Hurricane,1
37071,2018,Hurricane,1
37071,2019,Hurricane,1
37071,2020,Biological,2
37071,2020,Hurricane,1
37071,2020,Severe Storm,1
37071,2023,Hurricane,1
37073,2003,Hurricane,1
37073,2005,Hurricane,2
37073,2010,Hurricane,1
37073,2011,Hurricane,2
37073,2017,Hurricane,2
37073,2018,Hurricane,1
37073,2019,Hurricane,1
37073,2020,Biological,2
37073,2020,Hurricane,1
37073,2023,Hurricane,1
37075,2004,Hurricane,1
37075,2005,Hurricane,1
37075,2018,Hurricane,1
37075,2019,Hurricane,1
37075,2020,Biological,2
37075,2020,Hurricane,1
37075,2020,Severe Storm,1
37075,2021,Hurricane,1
37075,2023,Hurricane,1
37077,2000,Severe Storm,1
37077,2003,Severe Ice Storm,2
37077,2003,Hurricane,1
37077,2005,Hurricane,1
37077,2014,Severe Ice Storm,1
37077,2017,Hurricane,1
37077,2018,Hurricane,2
37077,2019,Hurricane,2
37077,2020,Biological,2
37077,2020,Hurricane,1
37077,2023,Hurricane,1
37079,2003,Hurricane,1
37079,2005,Hurricane,2
37079,2010,Hurricane,1
37079,2011,Hurricane,2
37079,2011,Severe Storm,1
37079,2017,Hurricane,2
37079,2018,Hurricane,2
37079,2019,Hurricane,1
37079,2020,Biological,2
37079,2020,Hurricane,2
37079,2023,Hurricane,1
37081,2000,Severe Storm,1
37081,2003,Severe Ice Storm,2
37081,2004,Hurricane,1
37081,2005,Hurricane,1
37081,2014,Severe Ice Storm,1
37081,2017,Hurricane,1
37081,2018,Hurricane,2
37081,2018,Severe Storm,1
37081,2019,Hurricane,1
37081,2020,Biological,2
37081,2020,Hurricane,1
37081,2023,Hurricane,1
37083,2000,Severe Storm,1
37083,2003,Hurricane,1
37083,2003,Severe Ice Storm,1
37083,2005,Hurricane,2
37083,2010,Hurricane,1
37083,2011,Hurricane,2
37083,2011,Severe Storm,1
37083,2017,Hurricane,2
37083,2018,Hurricane,1
37083,2019,Hurricane,1
37083,2020,Biological,2
37083,2020,Hurricane,1
37083,2023,Hurricane,1
37085,2000,Severe Storm,1
37085,2003,Hurricane,1
37085,2003,Severe Ice Storm,1
37085,2005,Hurricane,1
37085,2011,Severe Storm,1
37085,2017,Hurricane,2
37085,2018,Hurricane,2
37085,2019,Hurricane,1
37085,2020,Biological,2
37085,2020,Hurricane,1
37085,2023,Hurricane,1
37087,2004,Hurricane,2
37087,2005,Hurricane,1
37087,2010,Severe Storm,1
37087,2018,Hurricane,1
37087,2019,Hurricane,1
37087,2020,Biological,2
37087,2020,Hurricane,1
37087,2021,Hurricane,1
37087,2023,Hurricane,1
37089,2004,Hurricane,2
37089,2005,Hurricane,1
37089,2017,Fire,1
37089,2018,Hurricane,1
37089,2019,Hurricane,1
37089,2020,Biological,2
37089,2020,Hurricane,1
37089,2023,Hurricane,1
37091,2003,Hurricane,1
37091,2005,Hurricane,2
37091,2010,Hurricane,1
37091,2011,Hurricane,2
37091,2011,Severe Storm,2
37091,2017,Hurricane,2
37091,2018,Hurricane,1
37091,2019,Hurricane,1
37091,2020,Biological,2
37091,2020,Hurricane,1
37091,2021,Hurricane,1
37091,2021,Severe Storm,1
37091,2023,Hurricane,1
37093,2000,Severe Storm,1
37093,2004,Hurricane,1
37093,2005,Hurricane,1
37093,2011,Severe Storm,1
37093,2017,Hurricane,2
37093,2018,Hurricane,2
37093,2019,Hurricane,1
37093,2020,Biological,2
37093,2020,Hurricane,2
37093,2023,Hurricane,1
37095,2003,Hurricane,1
37095,2005,Hurricane,2
37095,2006,Hurricane,1
37095,2008,Fire,1
37095,2010,Hurricane,1
37095,2011,Hurricane,2
37095,2017,Hurricane,2
37095,2018,Hurricane,2
37095,2019,Hurricane,2
37095,2020,Biological,2
37095,2020,Hurricane,2
37095,2021,Hurricane,1
37095,2023,Hurricane,1
37097,2003,Severe Ice Storm,1
37097,2004,Hurricane,1
37097,2005,Hurricane,1
37097,2018,Hurricane,1
37097,2019,Hurricane,2
37097,2020,Biological,2
37097,2020,Hurricane,1
37097,2021,Severe Storm,1
37097,2023,Hurricane,1
37099,2004,Hurricane,2
37099,2005,Hurricane,1
37099,2010,Severe Storm,1
37099,2013,Flood,1
37099,2018,Hurricane,1
37099,2019,Hurricane,1
37099,2020,Biological,2
37099,2020,Hurricane,1
37099,2021,Hurricane,1
37099,2023,Hurricane,1
37101,2000,Severe Storm,1
37101,2003,Hurricane,1
37101,2003,Severe Ice Storm,1
37101,2005,Hurricane,2
37101,2011,Hurricane,2
37101,2011,Severe Storm,1
37101,2017,Hurricane,2
37101,2018,Hurricane,2
37101,2019,Hurricane,1
37101,2020,Biological,2
37101,2020,Hurricane,1
37101,2023,Hurricane,1
37103,2003,Hurricane,1
37103,2005,Hurricane,2
37103,2006,Hurricane,1
37103,2010,Hurricane,1
37103,2011,Hurricane,2
37103,2011,Severe Storm,1
37103,2017,Hurricane,2
37103,2018,Hurricane,2
37103,2019,Hurricane,1
37103,2020,Biological,2
37103,2020,Hurricane,2
37103,2021,Hurricane,1
37103,2023,Hurricane,1
37105,2000,Severe Storm,1
37105,2003,Severe Ice Storm,1
37105,2005,Hurricane,1
37105,2011,Severe Storm,1
37105,2017,Hurricane,2
37105,2018,Hurricane,2
37105,2019,Hurricane,1
37105,2020,Biological,2
37105,2020,Hurricane,1
37105,2023,Hurricane,1
37107,2003,Hurricane,1
37107,2005,Hurricane,2
37107,2010,Hurricane,1
37107,2011,Hurricane,2
37107,2017,Hurricane,2
37107,2018,Hurricane,2
37107,2019,Hurricane,1
37107,2020,Biological,2
37107,2020,Hurricane,2
37107,2021,Hurricane,1
37107,2023,Hurricane,1
37109,2003,Severe Ice Storm,1
37109,2004,Hurricane,1
37109,2005,Hurricane,1
37109,2014,Flood,1
37109,2018,Hurricane,1
37109,2019,Hurricane,1
37109,2020,Biological,2
37109,2020,Hurricane,1
37109,2023,Hurricane,1
37111,2003,Severe Ice Storm,1
37111,2004,Hurricane,2
37111,2005,Hurricane,1
37111,2010,Severe Storm,1
37111,2018,Hurricane,2
37111,2019,Hurricane,2
37111,2020,Biological,2
37111,2020,Hurricane,1
37111,2023,Hurricane,1
37113,2004,Hurricane,2
37113,2005,Hurricane,1
37113,2013,Flood,1
37113,2018,Hurricane,1
37113,2019,Hurricane,1
37113,2020,Biological,2
37113,2020,Hurricane,1
37113,2023,Hurricane,1
37115,2004,Hurricane,2
37115,2005,Hurricane,1
37115,2010,Severe Storm,1
37115,2013,Flood,1
37115,2018,Hurricane,2
37115,2019,Hurricane,1
37115,2020,Biological,2
37115,2020,Hurricane,1
37115,2020,Severe Storm,1
37115,2021,Hurricane,1
37115,2023,Hurricane,1
37117,2003,Hurricane,1
37117,2005,Hurricane,2
37117,2010,Hurricane,1
37117,2011,Hurricane,2
37117,2011,Severe Storm,1
37117,2017,Hurricane,2
37117,2018,Hurricane,1
37117,2019,Hurricane,1
37117,2020,Biological,2
37117,2020,Hurricane,1
37117,2023,Hurricane,1
37119,2000,Severe Storm,1
37119,2003,Severe Ice Storm,1
37119,2004,Hurricane,1
37119,2005,Hurricane,1
37119,2018,Hurricane,1
37119,2019,Hurricane,1
37119,2020,Biological,2
37119,2020,Hurricane,1
37119,2023,Hurricane,1
37121,2004,Hurricane,2
37121,2005,Hurricane,1
37121,2010,Severe Storm,1
37121,2013,Flood,1
37121,2018,Hurricane,1
37121,2019,Hurricane,1
37121,2020,Biological,2
37121,2020,Hurricane,1
37121,2020,Severe Storm,1
37121,2021,Hurricane,1
37121,2023,Hurricane,1
37123,2000,Severe Storm,1
37123,2003,Severe Ice Storm,1
37123,2005,Hurricane,1
37123,2017,Hurricane,2
37123,2018,Hurricane,2
37123,2019,Hurricane,2
37123,2020,Biological,2
37123,2020,Hurricane,1
37123,2023,Hurricane,1
37125,2000,Severe Storm,1
37125,2003,Severe Ice Storm,1
37125,2005,Hurricane,1
37125,2017,Hurricane,2
37125,2018,Hurricane,2
37125,2019,Hurricane,1
37125,2020,Biological,2
37125,2020,Hurricane,1
37125,2023,Hurricane,1
37127,2000,Severe Storm,1
37127,2003,Hurricane,1
37127,2003,Severe Ice Storm,1
37127,2005,Hurricane,2
37127,2011,Hurricane,2
37127,2017,Hurricane,2
37127,2018,Hurricane,1
37127,2019,Hurricane,1
37127,2020,Biological,2
37127,2020,Hurricane,1
37127,2023,Hurricane,1
37129,2003,Hurricane,1
37129,2005,Hurricane,2
37129,2006,Hurricane,1
37129,2009,Severe Storm,1
37129,2010,Hurricane,1
37129,2011,Hurricane,2
37129,2011,Severe Storm,1
37129,2017,Hurricane,2
37129,2018,Hurricane,2
37129,2019,Hurricane,1
37129,2020,Biological,2
37129,2020,Hurricane,2
37129,2021,Hurricane,1
37129,2023,Hurricane,1
37131,2000,Severe Storm,1
37131,2003,Hurricane,1
37131,2003,Severe Ice Storm,1
37131,2005,Hurricane,2
37131,2010,Hurricane,1
37131,2011,Hurricane,2
37131,2017,Hurricane,2
37131,2018,Hurricane,1
37131,2019,Hurricane,1
37131,2020,Biological,2
37131,2020,Hurricane,1
37131,2023,Hurricane,1
37133,2003,Hurricane,1
37133,2005,Hurricane,2
37133,2006,Hurricane,1
37133,2010,Hurricane,1
37133,2011,Hurricane,2
37133,2011,Severe Storm,2
37133,2017,Hurricane,2
37133,2018,Hurricane,2
37133,2019,Hurricane,1
37133,2020,Biological,2
37133,2020,Hurricane,2
37133,2021,Hurricane,1
37133,2023,Hurricane,1
37135,2000,Severe Storm,1
37135,2003,Severe Ice Storm,2
37135,2003,Hurricane,1
37135,2005,Hurricane,1
37135,2014,Severe Ice Storm,1
37135,2017,Hurricane,1
37135,2018,Hurricane,2
37135,2019,Hurricane,2
37135,2020,Biological,2
37135,2020,Hurricane,1
37135,2023,Hurricane,1
37137,2003,Hurricane,1
37137,2005,Hurricane,2
37137,2006,Hurricane,1
37137,2010,Hurricane,1
37137,2011,Hurricane,2
37137,2017,Hurricane,2
37137,2018,Hurricane,2
37137,2019,Hurricane,1
37137,2020,Biological,2
37137,2020,Hurricane,2
37137,2021,Hurricane,1
37137,2023,Hurricane,1
37139,2003,Hurricane,1
37139,2005,Hurricane,2
37139,2010,Hurricane,1
37139,2011,Hurricane,2
37139,2017,Hurricane,2
37139,2018,Hurricane,1
37139,2019,Hurricane,1
37139,2020,Biological,2
37139,2020,Hurricane,2
37139,2023,Hurricane,1
37141,2003,Hurricane,1
37141,2005,Hurricane,2
37141,2006,Hurricane,1
37141,2010,Hurricane,1
37141,2011,Hurricane,2
37141,2011,Severe Storm,1
37141,2017,Hurricane,2
37141,2018,Hurricane,2
37141,2019,Hurricane,1
37141,2020,Biological,2
37141,2020,Hurricane,2
37141,2020,Severe Storm,1
37141,2021,Hurricane,1
37141,2023,Hurricane,1
37143,2003,Hurricane,1
37143,2005,Hurricane,2
37143,2010,Hurricane,1
37143,2011,Hurricane,2
37143,2017,Hurricane,2
37143,2018,Hurricane,1
37143,2019,Hurricane,1
37143,2020,Biological,2
37143,2020,Hurricane,2
37143,2020,Severe Storm,1
37143,2023,Hurricane,1
37145,2000,Severe Storm,1
37145,2003,Severe Ice Storm,2
37145,2003,Hurricane,1
37145,2005,Hurricane,1
37145,2009,Severe Storm,1
37145,2014,Severe Ice Storm,1
37145,2017,Hurricane,1
37145,2018,Hurricane,2
37145,2019,Hurricane,2
37145,2020,Biological,2
37145,2020,Hurricane,1
37145,2023,Hurricane,1
37147,2003,Hurricane,1
37147,2005,Hurricane,2
37147,2010,Hurricane,1
37147,2011,Hurricane,2
37147,2011,Severe Storm,2
37147,2017,Hurricane,2
37147,2018,Hurricane,2
37147,2019,Hurricane,1
37147,2020,Biological,2
37147,2020,Hurricane,2
37147,2021,Hurricane,1
37147,2023,Hurricane,1
37149,2003,Severe Ice Storm,1
37149,2004,Hurricane,2
37149,2005,Hurricane,1
37149,2013,Flood,1
37149,2018,Hurricane,2
37149,2019,Hurricane,1
37149,2020,Biological,2
37149,2020,Hurricane,1
37149,2020,Severe Storm,1
37149,2023,Hurricane,1
37151,2000,Severe Storm,1
37151,2003,Severe Ice Storm,1
37151,2004,Hurricane,1
37151,2005,Hurricane,1
37151,2014,Severe Ice Storm,1
37151,2017,Hurricane,1
37151,2018,Hurricane,2
37151,2019,Hurricane,2
37151,2020,Biological,2
37151,2020,Hurricane,1
37151,2020,Severe Storm,1
37151,2023,Hurricane,1
37153,2000,Severe Storm,1
37153,2003,Severe Ice Storm,1
37153,2005,Hurricane,1
37153,2017,Hurricane,2
37153,2018,Hurricane,2
37153,2019,Hurricane,1
37153,2020,Biological,2
37153,2020,Hurricane,1
37153,2023,Hurricane,1
37155,2003,Hurricane,1
37155,2004,Hurricane,1
37155,2005,Hurricane,1
37155,2011,Severe Storm,1
37155,2017,Hurricane,2
37155,2018,Hurricane,2
37155,2019,Hurricane,1
37155,2020,Biological,2
37155,2020,Hurricane,2
37155,2021,Severe Storm,1
37155,2023,Hurricane,1
37157,2000,Severe Storm,1
37157,2003,Severe Ice Storm,1
37157,2004,Hurricane,1
37157,2005,Hurricane,1
37157,2017,Hurricane,1
37157,2018,Hurricane,1
37157,2018,Severe Storm,1
37157,2019,Hurricane,2
37157,2020,Biological,2
37157,2020,Hurricane,1
37157,2023,Hurricane,1
37159,2003,Severe Ice Storm,1
37159,2005,Hurricane,1
37159,2018,Hurricane,2
37159,2019,Hurricane,1
37159,2020,Biological,2
37159,2020,Hurricane,1
37159,2021,Severe Storm,1
37159,2023,Hurricane,1
37161,2003,Severe Ice Storm,1
37161,2004,Hurricane,2
37161,2005,Hurricane,1
37161,2017,Fire,1
37161,2018,Hurricane,1
37161,2019,Hurricane,1
37161,2020,Biological,2
37161,2020,Hurricane,1
37161,2020,Severe Storm,1
37161,2023,Hurricane,1
37163,2003,Hurricane,1
37163,2005,Hurricane,2
37163,2011,Hurricane,1
37163,2011,Severe Storm,1
37163,2017,Hurricane,2
37163,2018,Hurricane,2
37163,2019,Hurricane,1
37163,2020,Biological,2
37163,2020,Hurricane,2
37163,2021,Severe Storm,1
37163,2023,Hurricane,1
37165,2000,Severe Storm,1
37165,2004,Hurricane,1
37165,2005,Hurricane,1
37165,2017,Hurricane,2
37165,2018,Hurricane,2
37165,2019,Hurricane,1
37165,2020,Biological,2
37165,2020,Hurricane,1
37165,2023,Hurricane,1
37167,2000,Severe Storm,1
37167,2003,Severe Ice Storm,1
37167,2005,Hurricane,1
37167,2018,Hurricane,2
37167,2019,Hurricane,1
37167,2020,Biological,2
37167,2020,Hurricane,1
37167,2020,Severe Storm,1
37167,2023,Hurricane,1
37169,2003,Severe Ice Storm,1
37169,2004,Hurricane,1
37169,2005,Hurricane,1
37169,2017,Hurricane,1
37169,2018,Hurricane,1
37169,2019,Hurricane,2
37169,2020,Biological,2
37169,2020,Hurricane,1
37169,2020,Severe Storm,1
37169,2021,Severe Storm,1
37169,2023,Hurricane,1
37171,2005,Hurricane,1
37171,2017,Hurricane,1
37171,2018,Hurricane,1
37171,2019,Hurricane,2
37171,2020,Biological,2
37171,2020,Hurricane,1
37171,2023,Hurricane,1
37173,2004,Hurricane,1
37173,2005,Hurricane,1
37173,2018,Hurricane,1
37173,2019,Hurricane,1
37173,2020,Biological,2
37173,2020,Hurricane,1
37173,2020,Severe Storm,1
37173,2023,Hurricane,1
37175,2004,Hurricane,2
37175,2005,Hurricane,1
37175,2018,Hurricane,1
37175,2019,Hurricane,1
37175,2020,Biological,2
37175,2020,Hurricane,1
37175,2021,Hurricane,1
37175,2023,Hurricane,1
37177,2003,Hurricane,1
37177,2005,Hurricane,2
37177,2008,Fire,1
37177,2010,Hurricane,1
37177,2011,Hurricane,2
37177,2011,Severe Storm,2
37177,2017,Hurricane,2
37177,2018,Hurricane,2
37177,2019,Hurricane,1
37177,2020,Biological,2
37177,2020,Hurricane,2
37177,2023,Hurricane,1
37179,2000,Severe Storm,1
37179,2003,Severe Ice Storm,1
37179,2004,Hurricane,1
37179,2005,Hurricane,1
37179,2018,Hurricane,2
37179,2019,Hurricane,1
37179,2020,Biological,2
37179,2020,Hurricane,1
37179,2023,Hurricane,1
37181,2000,Severe Storm,1
37181,2003,Hurricane,1
37181,2003,Severe Ice Storm,1
37181,2005,Hurricane,1
37181,2011,Hurricane,1
37181,2017,Hurricane,1
37181,2018,Hurricane,1
37181,2019,Hurricane,2
37181,2020,Biological,2
37181,2020,Hurricane,1
37181,2023,Hurricane,1
37183,2000,Severe Storm,1
37183,2003,Hurricane,1
37183,2003,Severe Ice Storm,1
37183,2005,Hurricane,1
37183,2011,Severe Storm,1
37183,2017,Hurricane,2
37183,2018,Hurricane,1
37183,2019,Hurricane,1
37183,2020,Biological,2
37183,2020,Hurricane,1
37183,2023,Hurricane,1
37185,2000,Severe Storm,1
37185,2003,Hurricane,1
37185,2003,Severe Ice Storm,1
37185,2005,Hurricane,1
37185,2011,Hurricane,1
37185,2017,Hurricane,2
37185,2018,Hurricane,1
37185,2019,Hurricane,1
37185,2020,Biological,2
37185,2020,Hurricane,1
37185,2023,Hurricane,1
37187,2003,Hurricane,1
37187,2005,Hurricane,2
37187,2008,Fire,1
37187,2010,Hurricane,1
37187,2011,Hurricane,2
37187,2011,Severe Storm,1
37187,2017,Hurricane,2
37187,2018,Hurricane,1
37187,2019,Hurricane,1
37187,2020,Biological,2
37187,2020,Hurricane,2
37187,2023,Hurricane,1
37189,2004,Hurricane,2
37189,2005,Hurricane,1
37189,2010,Severe Storm,1
37189,2013,Flood,1
37189,2014,Flood,1
37189,2018,Hurricane,1
37189,2019,Hurricane,1
37189,2020,Biological,2
37189,2020,Hurricane,1
37189,2021,Hurricane,1
37189,2023,Hurricane,1
37191,2003,Hurricane,1
37191,2003,Severe Ice Storm,1
37191,2005,Hurricane,2
37191,2011,Hurricane,2
37191,2017,Hurricane,2
37191,2018,Hurricane,2
37191,2019,Hurricane,1
37191,2020,Biological,2
37191,2020,Hurricane,2
37191,2020,Severe Storm,1
37191,2023,Hurricane,1
37193,2004,Hurricane,2
37193,2005,Hurricane,1
37193,2014,Flood,1
37193,2018,Hurricane,1
37193,2019,Hurricane,1
37193,2020,Biological,2
37193,2020,Hurricane,1
37193,2021,Severe Storm,1
37193,2023,Hurricane,1
37195,2000,Severe Storm,1
37195,2003,Hurricane,1
37195,2003,Severe Ice Storm,1
37195,2005,Hurricane,2
37195,2011,Hurricane,2
37195,2011,Severe Storm,1
37195,2017,Hurricane,2
37195,2018,Hurricane,2
37195,2019,Hurricane,1
37195,2020,Biological,2
37195,2020,Hurricane,1
37195,2021,Severe Storm,1
37195,2023,Hurricane,1
37197,2005,Hurricane,1
37197,2017,Hurricane,1
37197,2018,Hurricane,1
37197,2019,Hurricane,2
37197,2020,Biological,2
37197,2020,Hurricane,1
37197,2020,Severe Storm,1
37197,2021,Severe Storm,1
37197,2023,Hurricane,1
37199,2004,Hurricane,2
37199,2005,Hurricane,1
37199,2010,Severe Storm,1
37199,2013,Flood,1
37199,2018,Hurricane,2
37199,2019,Hurricane,1
37199,2020,Biological,2
37199,2020,Hurricane,1
37199,2020,Severe Storm,1
37199,2021,Hurricane,1
37199,2023,Hurricane,1
38000,2000,Severe Storm,3
38000,2001,Flood,1
38000,2002,Severe Storm,1
38000,2004,Severe Storm,3
38000,2004,Snowstorm,1
38000,2005,Severe Storm,3
38000,2006,Severe Storm,1
38000,2006,Snowstorm,1
38000,2009,Severe Storm,4
38000,2010,Flood,2
38000,2010,Severe Storm,2
38000,2011,Flood,5
38000,2013,Flood,2
38000,2013,Severe Storm,2
38000,2014,Flood,1
38000,2017,Flood,1
38000,2020,Biological,11
38001,2001,Flood,1
38001,2005,Coastal Storm,1
38001,2009,Severe Storm,1
38001,2010,Severe Storm,2
38001,2014,Severe Storm,1
38001,2019,Flood,1
38001,2020,Biological,2
38001,2022,Severe Storm,1
38003,2000,Severe Storm,1
38003,2001,Flood,1
38003,2003,Severe Storm,1
38003,2005,Coastal Storm,1
38003,2007,Severe Storm,1
38003,2009,Severe Storm,1
38003,2010,Flood,2
38003,2010,Severe Storm,1
38003,2011,Flood,2
38003,2019,Flood,1
38003,2020,Biological,2
38003,2020,Flood,2
38003,2022,Severe Storm,1
38005,2000,Severe Storm,2
38005,2001,Flood,2
38005,2001,Tornado,1
38005,2004,Severe Storm,1
38005,2005,Coastal Storm,1
38005,2005,Severe Storm,1
38005,2006,Snowstorm,1
38005,2009,Severe Storm,1
38005,2010,Flood,2
38005,2010,Severe Storm,1
38005,2011,Flood,2
38005,2013,Flood,1
38005,2013,Severe Storm,1
38005,2014,Flood,1
38005,2017,Flood,1
38005,2020,Biological,2
38005,2021,Severe Storm,1
38007,2005,Coastal Storm,1
38007,2006,Snowstorm,1
38007,2009,Severe Storm,1
38007,2010,Severe Storm,1
38007,2011,Flood,1
38007,2020,Biological,2
38007,2022,Severe Storm,1
38009,2000,Severe Storm,1
38009,2001,Flood,1
38009,2004,Severe Storm,1
38009,2005,Coastal Storm,1
38009,2005,Severe Storm,1
38009,2006,Snowstorm,1
38009,2009,Severe Storm,1
38009,2010,Flood,1
38009,2011,Flood,1
38009,2011,Severe Storm,1
38009,2013,Flood,1
38009,2013,Severe Storm,1
38009,2014,Flood,1
38009,2017,Flood,1
38009,2020,Biological,2
38009,2022,Severe Storm,1
38011,2001,Tornado,1
38011,2005,Coastal Storm,1
38011,2006,Snowstorm,1
38011,2007,Severe Storm,1
38011,2009,Severe Storm,1
38011,2010,Severe Storm,1
