web-scraper-order,web-scraper-start-url,type
"1687171567-213","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, February 22, 2023"
"1687171567-214","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (13)  Luminar  Bloomberg —  Mercedes Expands Luminar Deal to Add Computer-Assisted Driving to More Cars  Yahoo Finance —  Luminar, Mercedes-Benz expand deal for self-driving tech  MarketWatch —  Luminar stock rallies more than 20% after Mercedes-Benz deal  Benzinga —  Why Luminar Technologies Stock Is Skyrocketing Today barrons.com —  These Stocks Are Moving the Most Today: Luminar, ZipRecruiter, Keysight, Palo Alto, and More Forbes —  Mercedes-Benz Expands Lidar Production Deal With Luminar 3 More Articles  Pure Storage:  Benzinga —  4 Analysts Have This to Say About Pure Storage  Kore.ai:  MarTech Series —  Conversational AI Platform Provider Announces Kore.ai AgentAssist for Service Cloud Voice on Salesforce AppExchange, the World’s Leading Enterprise Cloud Marketplace  Zomato  The Economic Times —  Zomato replaces 10-minute delivery offering with home-style meals under ‘Everyday’  Techlusive —  Zomato Everyday launched to serve home-cooked meals through app  The Tech Portal —  Zomato tries hand at affordable daily meals delivery through ‘Zomato Everyday’  Gadgets 360 —  Zomato Everyday to Offer Home-Made Food Delivery Starting at Rs. 89 VCCircle —  Zomato presses for home-style meals in a revival push 2 More Articles  Pinterest  Business Insider —  AI like ChatGPT amplifies 'darkest aspects of human nature,' Pinterest CEO warns  Social Media Today —  Pinterest Highlights Positive Benefits of Pinterest Use via New Study  Okta:  PRNewswire —  Global Microsegmentation Market Report to 2030 - Featuring Palo Alto Networks, Symantec, Okta, Forcepoint and Cyxtera Technologies Among Others  Terran Orbital  Business Wire —  Terran Orbital Wins $2.4 Billion Contract to Build 300 Satellites for Rivada Space Networks  Benzinga —  Why Terran Orbital Stock Is Rocketing Higher Today  Tala:  Techweez —  Tala Disburses Over 3.5m Loans in Kenya Worth KES 240 Billion  GitHub  Gadgets 360 —  WhatsApp ChatGPT Integration via GitHub Project Lets Users Add AI to Conversations: Details  The GitHub Blog —  A beginner’s guide to learning to code with GitHub Codespaces  ploum.net —  We need to talk about your Github addiction  The GitHub Blog —  Responsible AI pair programming with GitHub Copilot 1 More Article  Enfuce:  Finextra Research —  Enfuce awarded contract by the State Treasury of Finland and Kela  Wag:  Benzinga —  Why Is Wag! Group Stock Trading Higher Today?  Nature:  Spinal Cord Journal —  Nature welcomes Registered Reports  Otonomo:  FinTech Global —  Otonomo to merge with Urgently for mobility and insurance platform Show All"
"1687171567-215","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Tuesday, February 21, 2023"
"1687171567-216","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (2) Fortem Technologies raised $17,800,000  / Series Unknown from Alternative Investment Management and 4 other investors Fabacus raised £4,500,000  / Seed from Inovia Capital and 4 other investors  News (10)  Fabacus  FinSMES —  Fabacus Raises £4.5M in Funding  Fintech Finance —  Wealth Club Leads £4.5m Heavily Oversubscribed Funding Round for Global Licensing Platform, Fabacus  Okta:  Benzinga —  Why CrowdStrike, Zscaler And Okta Shares Are Rising After Hours  ONI:  Hollywood Reporter —  Sierra Hahn to Lead Editorial at Oni-Lion Forge Publishing Group  Ravelin:  Crowdfund Insider —  G2A Selects Ravelin to Stop Digital Fraud  Rev:  The Irish Times —  Revolut scams, tourism worries, and Woodberry’s deal  Tia:  mint —  Five interesting stocks from TIA’s 20-20 Ideas Summit  Fortem Technologies  PRNewswire —  Fortem Technologies Closes $17.8M in Funding Round to Scale Airspace Safety and Security Capabilities  Startup Around —  Fortem Technologies Receives $17.8M  Wag:  MarketWatch —  Pet-care firm Wag shares jump 30% on boosted outlook — and management expects return to office to pad financials  Zomato:  The Economic Times —  Q3 results impact: Tata Motors, Zomato among over 35 stock upgrades and downgrades  Terran Orbital:  Business Wire —  Terran Orbital’s Matthew DeLaquil to Present at SpaceCom Show All"
"1687171567-217","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Monday, February 20, 2023"
"1687171567-218","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (4)  Darktrace  The Standard —  Darktrace orders third-party review into finances as it fends off short-seller report  IT PRO —  Darktrace calls in EY auditors to debunk ‘channel stuffing’ claims  CNBC —  Cybersecurity firm Darktrace hires EY to review financial processes after damning short seller report  Shares Magazine —  Darktrace calls in independent auditor in hope of erasing stink of alleged fraud RTE.ie —  Darktrace hires EY for independent review of finances Yahoo Finance —  Darktrace Hires Ernst & Young for Review After Short Seller Report This is Money —  BUSINESS CLOSE: FTSE hits new record at 8,014; retailers axe 15k jobs in 2023; Darktrace appoints E&Y; BrewDog expands into China 4 More Articles  GitHub:  Budapest Business Journal —  NAV Consulting Users on GitHub  Nature:  Spinal Cord Journal —  How Nature readers are using ChatGPT  Solv:  MarTech Series —  Pegasus Intelligence and SOLV Technology Partnership Brings Mass Messaging Internet Advertising to Any Geolocation"
"1687171567-219","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Sunday, February 19, 2023"
"1687171567-220","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (3)  Okta:  Fintech Singapore —  Okta Names Neville Vincent as Vice President for Asia  Bright:  Twin Cities Business —  Troubling Vital Signs for Bright Health  Zomato:  Inc42 —  Zomato’s ‘Adjusted EBITDA’: Tech Cos Play The Creative Accounting Game"
"1687171567-221","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Friday, February 17, 2023"
"1687171567-222","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (1)  Nature:  PRNewswire —  Code Ocean Partners with Nature Portfolio to Launch the Open Science Library with Ready-to-Run Software from Authors in Nature Journals"
"1687171567-223","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Thursday, February 16, 2023"
"1687171567-224","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (9)  Zomato  Indus Business Line —  Zomato launches The Shelter Project, a network of rest points for delivery partners  The Economic Times —  Zomato to build Rest Points for gig workers to relax between deliveries  Telegraph India —  Zomato setting up 'Rest Points' for delivery partners  Caffeine:  MediaPost.com —  Live-Streaming Platform Caffeine Adds 16M MAUs, New Original Content  Maude:  SELF —  The Exhausted Parent’s Guide to Having Great Sex More Often  GitHub  Silicon Republic —  GitHub updates its code-writing AI for more accurate suggestions  ITBusiness.ca | Business Advantage Through Technology —  Hashtag Trending Feb.16- GitHub delivers AI assisted coding, Salesforce takes a hit as Twitter downsizes and Bing’s AI gets angry  DigitalOcean  CRN —  DigitalOcean Layoffs To Affect 11 Percent Of Workforce  CRN —  DigitalOcean Layoffs: Engineering, Storage, Security Caught Up In Cuts  Collective:  Startupticker-Ch —  Collective goes live to accelerate diversity  Flytrex:  Gulf News —  Drone drop off for ‘last-mile’ delivery: How much? Would you use it?  Archer:  Middle East AI News —  UAE urban air mobility set for take-off?  Okta:  American Banker —  Plaid partners with Okta to ease banks' onboarding process Show All"
"1687171567-225","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, February 15, 2023"
"1687171567-226","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (13)  Okta  Yahoo Finance —  Upstart and Roblox stocks soar, Okta stock dips  Reseller News —  Security tool adoption jumps, Okta report shows  Zomato:  Inc42 Media —  Zomato Attrition Row: CEO Says 200 Employees Working With Startup For 7 Years  Tensorflight:  The Fintech Times —  Innovative Tech in Insurtech; With Munich Re Automation Solutions, Tensorflight, Bdeo, and More  LeanData:  SalesTech Star —  LeanData Completes Tenth Consecutive Year of Record Growth  DigitalOcean  The Register —  DigitalOcean waves goodbye to 11 percent of staff  The Register —  DigitalOcean waves goodbye to 11 percent of staff  Celsius Network:  Yahoo Finance —  Celsius Network chooses NovaWulf bid for bankruptcy exit  Astarte Medical:  astartemedical.com —  Marcus Osborne joins Board of Astarte Medical  Maude:  Oprah Daily —  20 Best Vibrators for Women That Will Send You to Cloud Nine  Caffeine:  Tubefilter —  Caffeine generates buzz with 21 million monthly active users, 14-show slate  GitHub  Reseller News —  GitHub Copilot update includes security vulnerability filtering  Bdaily —  GitHub drives innovation with Medallia Experience Cloud  VisIC Technologies:  PRNewswire —  VisIC Technologies paves the way to high-power GaN traction inverters, successfully operating a BEV motor  Free Agency:  TechCrunch —  Free Agency CEO seems to care more about control than the company, former employees say  Enfuce:  Finextra —  Enfuce to supply embedded virtual card payments to e-commerce outfit Starcart Show All"
"1687171567-227","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Tuesday, February 14, 2023"
"1687171567-228","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) MDI Health raised $20,000,000  / Series A from Arc Impact and 8 other investors  News (13)  Zomato  mint —  Zomato CEO clarifies on company's ‘attrition problem’: 'There's been a lot of chatter'  The Economic Times —  Zomato CEO Deepinder Goyal plays down attrition problem  Business Standard India —  Served fair: Zomato, Swiggy cap password sharing for loyalty schemes  VCCircle —  Zomato’s CEO plays down impact of top-level exits 1 More Article  DigitalOcean:  Ripe Insight —  Top performers in Application Hosting Market 2023  Ouster  TechCrunch —  Fresh off its merger, Ouster-Velodyne make a bet on smart infrastructure  Automotive News —  With Ouster and Velodyne merger done, CEO says automotive lidar needs to be solid state and cheaper  BLender:  Bank Info Security —  Sanctioned Crypto Mixer Blender Reappears Under New Name  ComplianceQuest:  Newswire —  ComplianceQuest Selects Eric Wessbecker as CRO for Next Stage of Growth and Expansion  Okta  Finextra —  Plaid and Okta team on open finance access  Investor's Business Daily —  Can Okta Stock Rebound From Nettlesome Acquisition Amid Microsoft Competition?  GitHub:  Silicon Angle —  GitHub launches Copilot for Business into general availability with AI upgrades  Maude  Vice —  The Best Condoms (That Don’t Smell Like Balloons)  Glamour —  How to Turn Yourself On: 17 Masturbation Tips, According to a Neuroscientist  Pinterest:  Social Media Today —  Pinterest Expands Idea Pin Video Length to 5 Minutes  Bitpanda:  Coin Telegraph —  Bitpanda-backed Pantos launches public beta of its multichain token system  Kore.ai:  Yahoo! News —  Kore.ai Launches Intelligent Virtual Assistant Automation for Zendesk Sunshine Conversations  MDI Health:  socaltech —  MDI Health Gets $20M For AI Powered Medication Management  Tensorflight:  AIN.Capital —  Startup of the Day: Polish-American insurtech startup Tensorflight Show All"
"1687171567-229","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Monday, February 13, 2023"
"1687171567-230","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Twentyeight Health raised $8,300,000  / Seed from Acumen America and 15 other investors  News (13)  Bitpanda:  Crowdfund Insider —  Bitpanda Creates Holding Entity in Switzerland: Report  Okta:  Benzinga —  BofA Initiates Coverage Of Okta With Underperform Rating, Here's What Investors Need To Know  Delivery Hero:  Yahoo Finance —  Delivery Hero ramps up interest payments to raise 1 billion euro convertible bond  Darktrace:  Washington Post —  Darktrace’s MBA Case Study in Trust and Accounting  Pinterest:  Social Media Today —  Pinterest Launches Refreshed ‘Pinterest Academy’ Platform Education Resource  A10 Networks:  SecurityWeek —  Play Ransomware Group Claims Attack on A10 Networks  Ilantus Technologies:  Newswire —  Network Intelligence Acquires Services Business of Ilantus Technologies  Ouster  Business Wire —  Ouster and Velodyne Complete Merger of Equals to Accelerate Lidar Adoption  Forbes —  Ouster-Velodyne Merger Further Consolidates Lidar Industry  Business Journals —  Here's why Ouster's CEO says it will survive the shakeout in the lidar industry  Flexion:  Cision —  Top Game Inc. sees 12x revenue boost on Amazon App Store with Flexion  Maude:  Little Village —  Revival’s vibrators are a bestseller — and spreading good vibes about sexual wellness  SuperBrewed Food:  AFN —  Superbrewed Food plant on hold amid investor caution; startup aims to enter market via manufacturing partnership  Twentyeight Health:  IMPACT ENGINE —  Why We Invested in Twentyeight Health  Karma:  JD Supra —  For Data Misuse, Karma’s an FTC Enforcement Action Show All"
"1687171567-231","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Sunday, February 12, 2023"
"1687171567-232","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (1)  Zomato:  mint —  Zomato needs its pot of gold"
"1687171567-233","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Saturday, February 11, 2023"
"1687171567-234","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (2)  Darktrace:  This is Money —  Family of technology tycoon Mike Lynch quietly slashes its stake in Darktrace by selling shares worth an estimated £100m  Zomato  Indus Business Line —  Zomato: Growth-Profitability conundrum  The Economic Times —  Zomato exits 225 smaller cities due to “not very encouraging” performance in recent quarters"
"1687171567-235","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Friday, February 10, 2023"
"1687171567-236","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (9)  GitHub  Forbes —  Github To Layoff 10% Of Global Workforce In Latest Tech Cuts  7wData —  Learn Data Engineering From These GitHub Repositories  torrentfreak.com —  GitHub and EFF Back YouTube Ripper in Legal Battle With the RIAA  Windows Central —  More layoff pain at Microsoft: Github, Xbox, Mixed Reality, and others hit hard 1 More Article  Otonomo  ctech —  The end of the road: Autotech company Otonomo to be acquired by Urgently after losing 95% of value  SiliconANGLE —  Vehicle data provider Otonomo to merge into Urgently  TechCrunch —  Connected car consolidation, as Urgently acquires Otonomo in reverse merger after its market cap plunges to $70M  Benzinga —  Otonomo, Urgently Agree To Merge Via All-Stock Transaction 1 More Article  Maude  Beauty Independent —  Brands Are Blurring The Line Between Body Care And Sex Stuff  refinery29.com —  The 20 Best Self-Care Gifts For A Solo Valentine’s Day  Daily Harvest  Bloomberg —  Meal Startup Daily Harvest Layoffs Target More Than 20% of Staff  Bloomberg —  Meal Startup Daily Harvest Layoffs Target More Than 20% of Staff  Zomato  DealStreetAsia —  Indian food delivery platform Zomato's losses zoom nearly 5 times as slowdown bites  Inc42 —  Zomato Serves A Tasteless Q3; Here’re The Key Highlights  Tech in Asia —  India’s Zomato leaves Indonesia  Business Standard India —  Ant Group's nominee director Douglas Feigan steps down from Zomato board ET NOW —  Zomato Quarterly Results: What do the Q3FY23 numbers reveal about company's health mint —  Zomato shares: Should you buy after Q3 results? Analysts see 'promising outlook' Telegraph India —  Zomato shares fall more than 1 per cent after Q3 loss widens MediaNama —  Zomato’s loss widens as it deals with industry-wide slowdown in its food delivery business 5 More Articles  Doximity  MarketWatch —  Doximity Stock Drops as It Cuts FY Guidance  FierceHealthcare —  Doximity rolls out beta version of ChatGPT tool for docs aiming to streamline administrative paperwork  INOVUES:  UConn Today —  UConn, R/GA Ventures, CTNext Kick Off Venture Studio Addressing Climate Change  Oscar Health  FierceHealthcare —  Oscar Health inks first partnership for +Oscar Campaign Builder tool  Modern Healthcare —  Oscar Health sustains heavy net loss in 2022, but executives still optimistic  ProterixBio:  PRNewswire —  ProterixBio Announces Commercial Offering of Quantitative Soluble ST2 Assay Show All"
"1687171567-237","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Thursday, February 9, 2023"
"1687171567-238","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (5)  TailorMed:  Business Wire —  TailorMed Named to the New York Digital Health 100  Pinterest:  Digiday —  Pinterest jockeys for position in platforms arms race for short-form video  AuditBoard:  Business Wire —  AuditBoard Named a Top 100 B2B Software Product by G2  Maude:  AOL.com —  15 Valentine's Day Gift Ideas for Your Significant Other — All Under $30  Solv:  Fierce Healthcare —  Included Health, Solv team up to connect virtual care to same-day medical office visits"
"1687171567-239","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, February 8, 2023"
"1687171567-240","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Investments (1) Deeplink Medical raised €10,000,000  / Series Unknown from Imadis News (6)  Rev:  Fintech Singapore —  Revolut Singapore’s Customers Can Now Buy and Sell US-Listed Stocks From US$1  Okta:  MarketWatch —  Zoom and eBay join Dell, Okta, Spotify, Google, Intel, Microsoft, Amazon and other tech companies making layoffs  Zomato:  mint —  Zomato gains over 9% after founder Deepinder Goyal shapes this post on Twitter  Kudos:  Martech Record —  Tikue Anazodo, CEO of Kudos, aims to provide a consumer-focused smart wallet  Maude  Katie Couric Media —  The Secret Ingredient Missing From Your Sex Life  Glamour UK —  21 best lubes for sex and masturbation that won't upset the pH-balance of your vagina, according to an expert  Resistant AI:  FinTech Global —  Resistant AI receives clean SOC 2 Type 1 report Show All"
"1687171567-241","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Tuesday, February 7, 2023"
"1687171567-242","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (12)  Qover:  PRNewswire —  Qonto relies on Qover's orchestration platform for its new card insurance offer  Pinterest  Coinspeaker —  Pinterest Q4 2022 Underperformance Sees Stock Slip  The Information —  Bill Ready’s Pinterest Turnaround Plan Is Expensive  Benzinga —  Why These 4 Pinterest Analysts Are Happy With Q4 Results  TechCrunch —  Pinterest reaches 450 million monthly users, will focus on making videos ‘shoppable’ PYMNTS.com —  Pinterest Q4 Shows Favor With Gen Zs but Investors Want Faster Turn-Around Yahoo Finance —  Pinterest CEO: We are aiming to 'build a positive platform' Business Standard India —  Pinterest's global monthly active users grow by 4% y-o-y to 450 mn MarketWatch —  Pinterest stock pares back losses, but earnings could leave some feeling ‘hungry’ 5 More Articles  CybeReady:  Newswire —  CybeReady Highlights Five Ways to Navigate the Web Safely as Safer Internet Day Returns  Maude:  Camille Styles —  Just Not Feeling It? Here Are 10 Ideas to Boost Your Libido, Stat  Flytrex:  stattimes.com —  What's in store for the drone market in 2023?  ComplianceQuest:  Newswire —  ComplianceQuest Introduces Safety Essentials, an AI-Powered Safety Management Solution for Small to Mid-Size Businesses  Zomato  VCCircle —  Zomato’s dining head steps down to join Kenko Health  YourStory —  Zomato's dining head quits; joins Sequoia-backed health startup  Knowde:  PRNewswire —  Seven of the world's 10 largest chemical companies can now be found on Knowde's marketplace  Astarte Medical:  astartemedical.com —  Astarte Medical signs co-development agreement with Gillette Children's to help children with Cerebral Palsy  Gorilla Technology Group:  Globe Newswire —  Gorilla Technology Group Announces First U.K. Customer  GitHub:  The Register —  GitHub claims source code search engine is a game changer  Collective:  MarTech Series —  Creators Retain Full Ownership of Content with Collective’s Decentralized Platform Show All"
"1687171567-243","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Monday, February 6, 2023"
"1687171567-244","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (8)  Pinterest  Bloomberg.com —  Pinterest Falls After Revenue Misses Analysts’ Estimates  thefly.com —  What Wall Street is saying about Pinterest ahead of earnings  Benzinga —  After-Hours Alert: Why Pinterest Stock Is Tumbling  Yahoo Finance —  The digital advertising market ‘remains challenging’ for Pinterest, analyst explains MarketWatch —  Pinterest’s stock tumbles on sales, earnings misses Benzinga —  Trading Strategies For Pinterest Stock Before And After Q4 Earnings Wall Street Journal —  Social Media Gets Even Less Pinteresting Benzinga —  What's Going On With Pinterest (PINS) Shares barrons.com —  Pinterest Stock Slumps On Soft Outlook and CFO Resignation Yahoo! News —  Pinterest fails to pique Wall Street interest with downbeat forecast 7 More Articles  Origin Materials:  Business Journals —  Giant global asset managers BlackRock, BNP Paribas buy big stakes West Sacramento's Origin Materials  DeepStream:  Geeky Gadgets —  Build vision AI apps using NVIDIA DeepStream SDK 6.2  Gasngo:  Business Journals —  Big Mike's Gas N Go to open Lebanon convenience store  Boku:  Paypers —  Boku IN secures in-principal payment aggregator authorisation from RBI  CybeReady:  App Developer Magazine —  Data privacy training kit from CybeReady  Flytrex:  Progressive Grocer —  Why Consumers Should Trust Drone Delivery  GitHub:  The GitHub Blog —  The technology behind GitHub’s new code search Show All"
"1687171567-245","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Sunday, February 5, 2023"
"1687171567-246","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (2)  GitHub:  hackernoon.com —  How to Use GitHub Copilot with Your Voice  Maude:  Katie Couric Media —  These Are the Best Sex Toys for Couples, According to Experts"
"1687171567-247","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Saturday, February 4, 2023"
"1687171567-248","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (1)  GitHub:  torrentfreak.com —  Pirate Bay Proxy Defeats Police’s GitHub Takedown with DMCA Counternotice"
"1687171567-249","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Friday, February 3, 2023"
"1687171567-250","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (10)  Flytrex:  Air Cargo Next | Let Your Future Take Flight —  Consultant Insight: On-demand drone delivery gains acceptance  Rev:  Crowdfund Insider —  Neobank Revolut Announces Ultra, a New “Top-Tier” Membership  Zomato:  DealStreetAsia —  Zomato shutters operations in Philippines, its first SE Asia market  Maude  The Strategist —  We Tested 26 Fancy Vibrators to Find the Best  Cosmopolitan —  The 14 Best Body Oils for Sex, Massages, and O-mazing Foreplay  Pinterest  Yahoo Finance —  Pinterest engagement, layoffs in focus ahead of earnings  Yahoo Finance —  Pinterest, Chipotle, Lyft, CVS: Earnings to watch next week  GitHub  TechCrunch —  GitHub CEO on why open source developers should be exempt from the EU’s AI Act  Fortune —  Microsoft-owned GitHub’s CFO and CRO depart for new startup jobs  Hackaday —  This Week In Security: Github, Google, And Realtek  Core Scientific:  coindesk.com —  Core Scientific to Hand Crypto Mining Rigs to NYDIG to Extinguish $38.6M in Debt  CopyAI:  Crunchbase News —  A Human Breaks Down Some Top Categories For Generative AI Funding  Okta:  Pulse 2.0 —  Why The Okta Stock Increased Over 4% This Week (OKTA)  Darktrace:  This is Money —  Darktrace boss snaps up £100,000 of shares in tech firm, in vote of confidence following short-seller attack earlier this week Show All"
"1687171567-251","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Thursday, February 2, 2023"
"1687171567-252","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","News (7)  Okta  MarketWatch —  Okta stock jumps toward 5-month high after plan to lay off 300 employees  SiliconANGLE —  Okta and Miro cut staff amid biggest tech layoffs in two decades  CRN —  Okta Lays Off 5 Percent Of Staff  MarketWatch —  Okta CEO says layoffs were ‘the last thing I wanted to do’ as company cuts 300 jobs MarketWatch —  Okta stock jumps toward 5-month high after plan to lay off 300 employees Wall Street Journal —  Okta to Lay Off 5% of Staff After Pandemic Hiring Spree Yahoo Finance —  Okta to Cut 300 Jobs Citing Overhiring, ‘Execution Challenges’ Forbes —  2023 Layoffs: Okta Slashes 300 Jobs As DraftKings, FedEx Cut Staff 5 More Articles  GitHub  TechCrunch —  Dashlane publishes its source code to GitHub in transparency push  The GitHub Blog —  Enabling branch deployments through IssueOps with GitHub Actions  The GitHub Blog —  How the GitHub Docs team uses GitHub Projects  Pinterest  Tech Cocktail —  HubSpot, Pinterest Add to Tech Layoff Chaos  The Verge —  Pinterest’s new round of layoffs comes weeks after its last cuts  MarketWatch —  Pinterest reportedly lays off about 150 workers  RAPPLER —  Pinterest cuts about 150 jobs – report Yahoo Finance —  Pinterest cuts about 150 jobs - Bloomberg News Bloomberg —  Pinterest Cuts About 150 Jobs, Joining Flurry of Tech Layoffs 3 More Articles  VU:  Labiotech.eu —  Crown Bioscience acquiring Indivumed’s service business and biobank  Zomato:  RAPPLER —  Signing off: Zomato says goodbye to Metro Manila  Sojern:  PRNewswire UK —  Sojern Expands Leadership Team With Strategic New Hires  Maude:  refinery29.com —  The Best Valentine’s Day Gifts For Every Love Language, According To A Relationship Expert Show All"
"1687171567-253","https://www.crunchbase.com/lists/search-cb-4492-5392-csv/d20e9a09-fce8-40fe-b8fd-042ed21efb73/organization.companies?timeline=true&timelineType=all","Wednesday, February 1, 2023"
