Year,FIPS,Name,Percentage of family or people whose have income in the last 12 months below poverty level,Median family income (dollars)
2011,36093,"Schenectady County, New York",40283.0,1502
2011,36101,"Steuben County, New York",35368.0,684
2011,36103,"Suffolk County, New York",48095.0,41153
2011,36105,"Sullivan County, New York",36285.0,630
2011,36109,"Tompkins County, New York",41344.0,1214
2011,36111,"Ulster County, New York",39312.0,2580
2011,36113,"Warren County, New York",32119.0,807
2011,36117,"Wayne County, New York",34040.0,352
2011,36119,"Westchester County, New York",53194.0,50793
2011,37001,"Alamance County, North Carolina",31534.0,1417
2011,37019,"Brunswick County, North Carolina",28697.0,437
2011,37021,"Buncombe County, North Carolina",34604.0,2310
2011,37023,"Burke County, North Carolina",28615.0,213
2011,37025,"Cabarrus County, North Carolina",34959.0,725
2011,37027,"Caldwell County, North Carolina",30459.0,377
2011,37031,"Carteret County, North Carolina",38719.0,962
2011,37035,"Catawba County, North Carolina",30852.0,1560
2011,37045,"Cleveland County, North Carolina",29481.0,345
2011,37049,"Craven County, North Carolina",31312.0,499
2011,37051,"Cumberland County, North Carolina",33052.0,1661
2011,37057,"Davidson County, North Carolina",30680.0,921
2011,37063,"Durham County, North Carolina",41445.0,3721
2011,37067,"Forsyth County, North Carolina",35132.0,4410
2011,37071,"Gaston County, North Carolina",32904.0,1753
2011,37081,"Guilford County, North Carolina",34342.0,5130
2011,37085,"Harnett County, North Carolina",31590.0,528
2011,37089,"Henderson County, North Carolina",31267.0,1157
2011,37097,"Iredell County, North Carolina",31562.0,2939
2011,37101,"Johnston County, North Carolina",32768.0,816
2011,37109,"Lincoln County, North Carolina",35425.0,1439
2011,37119,"Mecklenburg County, North Carolina",38823.0,17625
2011,37125,"Moore County, North Carolina",30249.0,1207
2011,37127,"Nash County, North Carolina",31184.0,183
2011,37129,"New Hanover County, North Carolina",33410.0,2734
2011,37133,"Onslow County, North Carolina",29161.0,463
2011,37135,"Orange County, North Carolina",46276.0,4290
2011,37147,"Pitt County, North Carolina",32194.0,1296
2011,37151,"Randolph County, North Carolina",31808.0,332
2011,37155,"Robeson County, North Carolina",27770.0,598
2011,37157,"Rockingham County, North Carolina",30684.0,210
2011,37159,"Rowan County, North Carolina",31588.0,489
2011,37161,"Rutherford County, North Carolina",29006.0,243
2011,37171,"Surry County, North Carolina",26132.0,351
2011,37179,"Union County, North Carolina",39813.0,2904
2011,37183,"Wake County, North Carolina",43391.0,17556
2011,37191,"Wayne County, North Carolina",30043.0,401
2011,37193,"Wilkes County, North Carolina",30308.0,539
2011,37195,"Wilson County, North Carolina",30418.0,538
2011,38015,"Burleigh County, North Dakota",35054.0,529
2011,38017,"Cass County, North Dakota",33426.0,2223
2011,38035,"Grand Forks County, North Dakota",32140.0,937
2011,39003,"Allen County, Ohio",31476.0,527
2011,39007,"Ashtabula County, Ohio",31146.0,261
2011,39013,"Belmont County, Ohio",26941.0,166
2011,39017,"Butler County, Ohio",39651.0,2834
2011,39023,"Clark County, Ohio",31724.0,444
2011,39025,"Clermont County, Ohio",37113.0,2273
2011,39029,"Columbiana County, Ohio",30994.0,517
2011,39035,"Cuyahoga County, Ohio",36758.0,12859
2011,39041,"Delaware County, Ohio",50094.0,4746
2011,39043,"Erie County, Ohio",32091.0,630
2011,39045,"Fairfield County, Ohio",37170.0,1571
2011,39049,"Franklin County, Ohio",39915.0,13762
2011,39055,"Geauga County, Ohio",44188.0,2583
2011,39057,"Greene County, Ohio",42124.0,2345
2011,39061,"Hamilton County, Ohio",38462.0,11453
2011,39063,"Hancock County, Ohio",30758.0,599
2011,39081,"Jefferson County, Ohio",31576.0,418
2011,39085,"Lake County, Ohio",36850.0,2339
2011,39089,"Licking County, Ohio",37956.0,1251
2011,39093,"Lorain County, Ohio",37458.0,2689
2011,39095,"Lucas County, Ohio",36829.0,3021
2011,39099,"Mahoning County, Ohio",32266.0,981
2011,39101,"Marion County, Ohio",34875.0,244
2011,39103,"Medina County, Ohio",40855.0,2525
2011,39109,"Miami County, Ohio",31722.0,361
2011,39113,"Montgomery County, Ohio",35736.0,4825
2011,39119,"Muskingum County, Ohio",28991.0,181
2011,39133,"Portage County, Ohio",32358.0,1287
2011,39139,"Richland County, Ohio",34759.0,885
2011,39141,"Ross County, Ohio",31983.0,341
2011,39145,"Scioto County, Ohio",30472.0,530
2011,39151,"Stark County, Ohio",31776.0,2771
2011,39153,"Summit County, Ohio",34760.0,6182
2011,39155,"Trumbull County, Ohio",31033.0,739
2011,39157,"Tuscarawas County, Ohio",27374.0,424
2011,39165,"Warren County, Ohio",43222.0,4214
2011,39169,"Wayne County, Ohio",31666.0,521
2011,39173,"Wood County, Ohio",35953.0,875
2011,40017,"Canadian County, Oklahoma",35549.0,715
2011,40027,"Cleveland County, Oklahoma",34573.0,2313
2011,40031,"Comanche County, Oklahoma",30118.0,1007
2011,40037,"Creek County, Oklahoma",31389.0,575
2011,40101,"Muskogee County, Oklahoma",30847.0,198
2011,40109,"Oklahoma County, Oklahoma",32576.0,8525
2011,40119,"Payne County, Oklahoma",29606.0,360
2011,40125,"Pottawatomie County, Oklahoma",29774.0,574
2011,40131,"Rogers County, Oklahoma",36177.0,930
2011,40143,"Tulsa County, Oklahoma",33218.0,6614
2011,40145,"Wagoner County, Oklahoma",35731.0,293
2011,41003,"Benton County, Oregon",39634.0,748
2011,41005,"Clackamas County, Oregon",41181.0,7418
2011,41017,"Deschutes County, Oregon",36093.0,1331
2011,41019,"Douglas County, Oregon",30486.0,439
2011,41029,"Jackson County, Oregon",32926.0,829
2011,41033,"Josephine County, Oregon",29000.0,337
2011,41035,"Klamath County, Oregon",31663.0,194
2011,41039,"Lane County, Oregon",34280.0,2257
2011,41043,"Linn County, Oregon",29643.0,147
2011,41047,"Marion County, Oregon",33702.0,1769
2011,41051,"Multnomah County, Oregon",39697.0,8912
2011,41053,"Polk County, Oregon",34733.0,362
2011,41059,"Umatilla County, Oregon",33338.0,529
2011,41067,"Washington County, Oregon",40477.0,8749
2011,41071,"Yamhill County, Oregon",32136.0,644
2011,42001,"Adams County, Pennsylvania",32704.0,797
2011,42003,"Allegheny County, Pennsylvania",39108.0,19228
2011,42005,"Armstrong County, Pennsylvania",34465.0,572
2011,42007,"Beaver County, Pennsylvania",35663.0,948
2011,42011,"Berks County, Pennsylvania",37354.0,4174
2011,42013,"Blair County, Pennsylvania",29740.0,870
2011,42017,"Bucks County, Pennsylvania",46974.0,16526
2011,42019,"Butler County, Pennsylvania",36929.0,3093
2011,42021,"Cambria County, Pennsylvania",30966.0,790
2011,42025,"Carbon County, Pennsylvania",35808.0,262
2011,42027,"Centre County, Pennsylvania",37174.0,1785
2011,42029,"Chester County, Pennsylvania",49935.0,19176
2011,42033,"Clearfield County, Pennsylvania",31554.0,393
2011,42037,"Columbia County, Pennsylvania",30877.0,397
2011,42039,"Crawford County, Pennsylvania",30726.0,376
2011,42041,"Cumberland County, Pennsylvania",36953.0,2840
2011,42043,"Dauphin County, Pennsylvania",38493.0,3829
2011,42045,"Delaware County, Pennsylvania",45195.0,14074
2011,42049,"Erie County, Pennsylvania",32524.0,1909
2011,42051,"Fayette County, Pennsylvania",28408.0,337
2011,42055,"Franklin County, Pennsylvania",35232.0,574
2011,42063,"Indiana County, Pennsylvania",29607.0,399
2011,42069,"Lackawanna County, Pennsylvania",33690.0,1790
2011,42071,"Lancaster County, Pennsylvania",32461.0,4030
2011,42073,"Lawrence County, Pennsylvania",29604.0,537
2011,42075,"Lebanon County, Pennsylvania",36352.0,821
2011,42077,"Lehigh County, Pennsylvania",34700.0,4501
2011,42079,"Luzerne County, Pennsylvania",33163.0,2643
2011,42081,"Lycoming County, Pennsylvania",31052.0,505
2011,42085,"Mercer County, Pennsylvania",30109.0,603
2011,42089,"Monroe County, Pennsylvania",34593.0,767
2011,42091,"Montgomery County, Pennsylvania",51235.0,25943
2011,42095,"Northampton County, Pennsylvania",36341.0,3715
2011,42097,"Northumberland County, Pennsylvania",33904.0,367
2011,42101,"Philadelphia County, Pennsylvania",36912.0,7811
2011,42107,"Schuylkill County, Pennsylvania",31941.0,703
2011,42111,"Somerset County, Pennsylvania",27599.0,587
2011,42125,"Washington County, Pennsylvania",35151.0,2711
2011,42129,"Westmoreland County, Pennsylvania",35112.0,3891
2011,42133,"York County, Pennsylvania",34729.0,3910
2011,44003,"Kent County, Rhode Island",42014.0,2745
2011,44005,"Newport County, Rhode Island",45490.0,1459
2011,44007,"Providence County, Rhode Island",40136.0,6377
2011,44009,"Washington County, Rhode Island",45292.0,2597
2011,45003,"Aiken County, South Carolina",31918.0,1307
2011,45007,"Anderson County, South Carolina",32340.0,594
2011,45013,"Beaufort County, South Carolina",31721.0,2702
2011,45015,"Berkeley County, South Carolina",32302.0,821
2011,45019,"Charleston County, South Carolina",33795.0,5261
2011,45031,"Darlington County, South Carolina",35456.0,385
2011,45035,"Dorchester County, South Carolina",33668.0,1081
2011,45041,"Florence County, South Carolina",30405.0,976
2011,45045,"Greenville County, South Carolina",32425.0,4832
2011,45047,"Greenwood County, South Carolina",31761.0,224
2011,45051,"Horry County, South Carolina",27510.0,909
2011,45057,"Lancaster County, South Carolina",29204.0,298
2011,45059,"Laurens County, South Carolina",33774.0,256
2011,45063,"Lexington County, South Carolina",36246.0,2451
2011,45073,"Oconee County, South Carolina",27431.0,507
2011,45075,"Orangeburg County, South Carolina",26051.0,203
2011,45077,"Pickens County, South Carolina",31362.0,997
2011,45079,"Richland County, South Carolina",31867.0,4585
2011,45083,"Spartanburg County, South Carolina",31580.0,1844
2011,45085,"Sumter County, South Carolina",29448.0,674
2011,45091,"York County, South Carolina",36138.0,2395
2011,46099,"Minnehaha County, South Dakota",32458.0,1152
2011,46103,"Pennington County, South Dakota",29960.0,1210
2011,47001,"Anderson County, Tennessee",36796.0,628
2011,47009,"Blount County, Tennessee",32483.0,680
2011,47011,"Bradley County, Tennessee",31718.0,334
2011,47037,"Davidson County, Tennessee",36276.0,7536
2011,47059,"Greene County, Tennessee",27835.0,499
2011,47065,"Hamilton County, Tennessee",33318.0,3679
2011,47093,"Knox County, Tennessee",35329.0,4948
2011,47113,"Madison County, Tennessee",29664.0,722
2011,47119,"Maury County, Tennessee",31226.0,196
2011,47125,"Montgomery County, Tennessee",34923.0,1217
2011,47141,"Putnam County, Tennessee",27245.0,239
2011,47147,"Robertson County, Tennessee",35270.0,241
2011,47149,"Rutherford County, Tennessee",39562.0,2130
2011,47155,"Sevier County, Tennessee",28454.0,270
2011,47157,"Shelby County, Tennessee",36536.0,11098
2011,01003,"Baldwin County, Alabama",31984.0,1935
2011,01015,"Calhoun County, Alabama",31158.0,496
2011,01043,"Cullman County, Alabama",29115.0,211
2011,01049,"DeKalb County, Alabama",31034.0,672
2011,01051,"Elmore County, Alabama",36376.0,633
2011,01055,"Etowah County, Alabama",28773.0,364
2011,01069,"Houston County, Alabama",28709.0,970
2011,01073,"Jefferson County, Alabama",36671.0,8484
2011,01077,"Lauderdale County, Alabama",24756.0,229
2011,01081,"Lee County, Alabama",39802.0,1127
2011,01083,"Limestone County, Alabama",30128.0,753
2011,01089,"Madison County, Alabama",35393.0,5884
2011,01095,"Marshall County, Alabama",31436.0,1004
2011,01097,"Mobile County, Alabama",31259.0,2816
2011,01101,"Montgomery County, Alabama",32358.0,2321
2011,01103,"Morgan County, Alabama",29258.0,995
2011,01115,"St. Clair County, Alabama",36602.0,474
2011,01117,"Shelby County, Alabama",41020.0,3470
2011,01121,"Talladega County, Alabama",26808.0,66
2011,01125,"Tuscaloosa County, Alabama",32436.0,1161
2011,01127,"Walker County, Alabama",32189.0,117
2011,02020,"Anchorage Municipality, Alaska",41317.0,5015
2011,02090,"Fairbanks North Star Borough, Alaska",39025.0,595
2011,02170,"Matanuska-Susitna Borough, Alaska",41552.0,1417
2011,04001,"Apache County, Arizona",31271.0,86
2011,04003,"Cochise County, Arizona",31143.0,566
2011,04005,"Coconino County, Arizona",36260.0,1428
2011,04013,"Maricopa County, Arizona",37437.0,46922
2011,04015,"Mohave County, Arizona",28202.0,661
2011,04017,"Navajo County, Arizona",28259.0,305
2011,04019,"Pima County, Arizona",34101.0,9090
2011,04021,"Pinal County, Arizona",35370.0,1466
2011,04025,"Yavapai County, Arizona",35332.0,683
2011,04027,"Yuma County, Arizona",27314.0,1261
2011,05007,"Benton County, Arkansas",33734.0,2931
2011,05031,"Craighead County, Arkansas",33222.0,949
2011,05045,"Faulkner County, Arkansas",35434.0,724
2011,05051,"Garland County, Arkansas",28873.0,1050
2011,05069,"Jefferson County, Arkansas",30573.0,268
2011,05085,"Lonoke County, Arkansas",30323.0,135
2011,05119,"Pulaski County, Arkansas",35812.0,4227
2011,05125,"Saline County, Arkansas",37821.0,374
2011,05131,"Sebastian County, Arkansas",26668.0,1514
2011,05143,"Washington County, Arkansas",32316.0,1432
2011,05145,"White County, Arkansas",31396.0,110
2011,06001,"Alameda County, California",51168.0,42211
2011,06007,"Butte County, California",39456.0,901
2011,06013,"Contra Costa County, California",51782.0,34839
2011,06017,"El Dorado County, California",45336.0,3559
2011,06019,"Fresno County, California",35800.0,5473
2011,06023,"Humboldt County, California",35334.0,791
2011,06025,"Imperial County, California",35604.0,933
2011,06029,"Kern County, California",32362.0,6054
2011,06031,"Kings County, California",32255.0,1153
2011,06033,"Lake County, California",29073.0,22
2011,06037,"Los Angeles County, California",39624.0,148291
2011,06039,"Madera County, California",33507.0,497
2011,06041,"Marin County, California",65886.0,13633
2011,06045,"Mendocino County, California",34845.0,461
2011,06047,"Merced County, California",30347.0,1734
2011,06053,"Monterey County, California",37354.0,4796
2011,06055,"Napa County, California",46949.0,2566
2011,06057,"Nevada County, California",36464.0,1499
2011,06059,"Orange County, California",44868.0,81117
2011,06061,"Placer County, California",49653.0,7024
2011,06065,"Riverside County, California",37597.0,21224
2011,06067,"Sacramento County, California",42669.0,14361
2011,06071,"San Bernardino County, California",36547.0,15383
2011,06073,"San Diego County, California",41551.0,52983
2011,06075,"San Francisco County, California",54491.0,24114
2011,06077,"San Joaquin County, California",39194.0,4957
2011,06079,"San Luis Obispo County, California",38524.0,3147
2011,06081,"San Mateo County, California",54419.0,34433
2011,06083,"Santa Barbara County, California",39875.0,7648
2011,06085,"Santa Clara County, California",56084.0,76517
2011,06087,"Santa Cruz County, California",45703.0,5098
2011,06089,"Shasta County, California",35139.0,1558
2011,06095,"Solano County, California",46422.0,6792
2011,06097,"Sonoma County, California",46368.0,8452
2011,06099,"Stanislaus County, California",35566.0,3395
2011,06101,"Sutter County, California",33817.0,710
2011,06107,"Tulare County, California",29418.0,2188
2011,06111,"Ventura County, California",46652.0,19545
2011,06113,"Yolo County, California",45299.0,3405
2011,06115,"Yuba County, California",31761.0,113
2011,08001,"Adams County, Colorado",37437.0,1809
2011,08005,"Arapahoe County, Colorado",41809.0,11431
2011,08013,"Boulder County, Colorado",46973.0,8978
2011,08031,"Denver County, Colorado",42055.0,9992
2011,08035,"Douglas County, Colorado",55151.0,10342
2011,08041,"El Paso County, Colorado",35694.0,8695
2011,08059,"Jefferson County, Colorado",43070.0,10518
2011,08069,"Larimer County, Colorado",40728.0,4091
2011,08077,"Mesa County, Colorado",32983.0,961
2011,08101,"Pueblo County, Colorado",30680.0,896
2011,08123,"Weld County, Colorado",35999.0,2594
2011,09001,"Fairfield County, Connecticut",52037.0,48373
2011,09003,"Hartford County, Connecticut",46332.0,19350
2011,09005,"Litchfield County, Connecticut",47494.0,4614
2011,09007,"Middlesex County, Connecticut",53562.0,5127
2011,09009,"New Haven County, Connecticut",45539.0,15315
2011,09011,"New London County, Connecticut",41684.0,3966
2011,09013,"Tolland County, Connecticut",50103.0,2360
2011,09015,"Windham County, Connecticut",36647.0,1137
2011,10001,"Kent County, Delaware",34950.0,553
2011,10003,"New Castle County, Delaware",44313.0,10519
2011,10005,"Sussex County, Delaware",35182.0,2353
2011,11001,"District of Columbia, District of Columbia",60332.0,21399
2011,12001,"Alachua County, Florida",35923.0,2668
2011,12005,"Bay County, Florida",32424.0,1755
2011,12009,"Brevard County, Florida",31788.0,4993
2011,12011,"Broward County, Florida",38446.0,23071
2011,12015,"Charlotte County, Florida",30316.0,1304
2011,12017,"Citrus County, Florida",27259.0,651
2011,12019,"Clay County, Florida",34705.0,2236
2011,12021,"Collier County, Florida",32114.0,7508
2011,12023,"Columbia County, Florida",26497.0,12
2011,12031,"Duval County, Florida",35830.0,9247
2011,12033,"Escambia County, Florida",30483.0,1738
2011,12035,"Flagler County, Florida",34396.0,396
2011,12053,"Hernando County, Florida",31269.0,463
2011,12055,"Highlands County, Florida",28677.0,506
2011,12057,"Hillsborough County, Florida",35956.0,14101
2011,12061,"Indian River County, Florida",38571.0,2568
2011,12069,"Lake County, Florida",32275.0,952
2011,12071,"Lee County, Florida",32793.0,6450
2011,12073,"Leon County, Florida",36862.0,3166
2011,12081,"Manatee County, Florida",33625.0,3573
2011,12083,"Marion County, Florida",30642.0,1359
2011,12085,"Martin County, Florida",36557.0,3767
2011,12086,"Miami-Dade County, Florida",30432.0,26138
2011,12087,"Monroe County, Florida",33956.0,1458
2011,12089,"Nassau County, Florida",37974.0,127
2011,12091,"Okaloosa County, Florida",32305.0,2153
2011,12095,"Orange County, Florida",32202.0,13682
2011,12097,"Osceola County, Florida",28885.0,996
2011,12099,"Palm Beach County, Florida",38277.0,22121
2011,12101,"Pasco County, Florida",33781.0,2114
2011,12103,"Pinellas County, Florida",36917.0,10814
2011,12105,"Polk County, Florida",32283.0,2574
2011,12107,"Putnam County, Florida",30375.0,88
2011,12109,"St. Johns County, Florida",39179.0,5250
2011,12111,"St. Lucie County, Florida",30888.0,1131
2011,12113,"Santa Rosa County, Florida",33389.0,1828
2011,12115,"Sarasota County, Florida",36437.0,5024
2011,12117,"Seminole County, Florida",36760.0,6568
2011,47163,"Sullivan County, Tennessee",31888.0,1341
2011,47165,"Sumner County, Tennessee",34111.0,1784
2011,47179,"Washington County, Tennessee",31884.0,1412
2011,47187,"Williamson County, Tennessee",50257.0,7280
2011,47189,"Wilson County, Tennessee",38451.0,920
2011,48005,"Angelina County, Texas",26009.0,548
2011,48021,"Bastrop County, Texas",35107.0,365
2011,48027,"Bell County, Texas",35016.0,1230
2011,48029,"Bexar County, Texas",33705.0,16165
2011,48037,"Bowie County, Texas",29496.0,761
2011,48039,"Brazoria County, Texas",39609.0,5477
2011,48041,"Brazos County, Texas",33172.0,2440
2011,48061,"Cameron County, Texas",25392.0,1556
2011,48085,"Collin County, Texas",46749.0,25861
2011,48091,"Comal County, Texas",40091.0,2631
2011,48099,"Coryell County, Texas",30533.0,45
2011,48113,"Dallas County, Texas",36945.0,32300
2011,48121,"Denton County, Texas",42403.0,13182
2011,48135,"Ector County, Texas",31008.0,956
2011,48139,"Ellis County, Texas",39171.0,2168
2011,48141,"El Paso County, Texas",29218.0,4208
2011,48157,"Fort Bend County, Texas",43962.0,16294
2011,48167,"Galveston County, Texas",42784.0,5194
2011,48181,"Grayson County, Texas",33084.0,1292
2011,48183,"Gregg County, Texas",31273.0,1332
2011,48187,"Guadalupe County, Texas",38504.0,833
2011,48201,"Harris County, Texas",36558.0,68037
2011,48203,"Harrison County, Texas",30773.0,755
2011,48209,"Hays County, Texas",32197.0,2300
2011,48213,"Henderson County, Texas",29492.0,435
2011,48215,"Hidalgo County, Texas",26118.0,2641
2011,48231,"Hunt County, Texas",31689.0,208
2011,48245,"Jefferson County, Texas",33145.0,2126
2011,48251,"Johnson County, Texas",34792.0,1306
2011,48257,"Kaufman County, Texas",37125.0,1047
2011,48291,"Liberty County, Texas",30507.0,237
2011,48303,"Lubbock County, Texas",30860.0,2531
2011,48309,"McLennan County, Texas",28895.0,1735
2011,48329,"Midland County, Texas",32106.0,2506
2011,48339,"Montgomery County, Texas",40395.0,12382
2011,48347,"Nacogdoches County, Texas",32734.0,214
2011,48355,"Nueces County, Texas",31677.0,2513
2011,48361,"Orange County, Texas",30766.0,271
2011,48367,"Parker County, Texas",40633.0,2173
2011,48375,"Potter County, Texas",28684.0,622
2011,48381,"Randall County, Texas",37295.0,1541
2011,48397,"Rockwall County, Texas",41999.0,1469
2011,48409,"San Patricio County, Texas",35077.0,581
2011,48423,"Smith County, Texas",35788.0,3555
2011,48439,"Tarrant County, Texas",37192.0,26335
2011,48441,"Taylor County, Texas",29823.0,890
2011,48451,"Tom Green County, Texas",30475.0,1016
2011,48453,"Travis County, Texas",40004.0,23540
2011,48469,"Victoria County, Texas",31112.0,439
2011,48471,"Walker County, Texas",24213.0,508
2011,48479,"Webb County, Texas",22716.0,499
2011,48485,"Wichita County, Texas",30248.0,767
2011,48491,"Williamson County, Texas",43783.0,6860
2011,49005,"Cache County, Utah",29314.0,594
2011,49011,"Davis County, Utah",35291.0,4485
2011,49035,"Salt Lake County, Utah",34099.0,10424
2011,49049,"Utah County, Utah",31879.0,4222
2011,49053,"Washington County, Utah",30160.0,761
2011,49057,"Weber County, Utah",33108.0,2202
2011,50007,"Chittenden County, Vermont",42402.0,3413
2011,51003,"Albemarle County, Virginia",52211.0,3179
2011,51013,"Arlington County, Virginia",62031.0,12383
2011,51015,"Augusta County, Virginia",35103.0,365
2011,51019,"Bedford County, Virginia",33788.0,637
2011,51041,"Chesterfield County, Virginia",43803.0,4726
2011,51059,"Fairfax County, Virginia",60974.0,66119
2011,51061,"Fauquier County, Virginia",46402.0,1799
2011,51069,"Frederick County, Virginia",40385.0,1156
2011,51085,"Hanover County, Virginia",41432.0,2057
2011,51087,"Henrico County, Virginia",40777.0,4767
2011,51095,"James City County, Virginia",41821.0,1849
2011,51107,"Loudoun County, Virginia",60329.0,18242
2011,51121,"Montgomery County, Virginia",35079.0,1276
2011,51153,"Prince William County, Virginia",52014.0,14245
2011,51161,"Roanoke County, Virginia",41208.0,1248
2011,51165,"Rockingham County, Virginia",32046.0,506
2011,51177,"Spotsylvania County, Virginia",34952.0,1901
2011,51179,"Stafford County, Virginia",45741.0,4273
2011,51199,"York County, Virginia",38735.0,1477
2011,51510,"Alexandria city, Virginia",64620.0,6428
2011,51550,"Chesapeake city, Virginia",37849.0,2353
2011,51650,"Hampton city, Virginia",33796.0,670
2011,51680,"Lynchburg city, Virginia",31004.0,494
2011,51700,"Newport News city, Virginia",31234.0,1554
2011,51710,"Norfolk city, Virginia",27373.0,1161
2011,51740,"Portsmouth city, Virginia",35296.0,406
2011,51760,"Richmond city, Virginia",36727.0,2066
2011,51770,"Roanoke city, Virginia",33328.0,456
2011,51800,"Suffolk city, Virginia",41075.0,1141
2011,51810,"Virginia Beach city, Virginia",39473.0,6212
2011,53005,"Benton County, Washington",37618.0,1922
2011,53007,"Chelan County, Washington",31118.0,1077
2011,53009,"Clallam County, Washington",35503.0,567
2011,53011,"Clark County, Washington",40023.0,4175
2011,53015,"Cowlitz County, Washington",33878.0,697
2011,53021,"Franklin County, Washington",27439.0,328
2011,53025,"Grant County, Washington",30441.0,806
2011,53027,"Grays Harbor County, Washington",35297.0,73
2011,53029,"Island County, Washington",39398.0,562
2011,53033,"King County, Washington",47745.0,55529
2011,53035,"Kitsap County, Washington",40796.0,3396
2011,53041,"Lewis County, Washington",33591.0,142
2011,53053,"Pierce County, Washington",40289.0,8805
2011,53057,"Skagit County, Washington",35624.0,810
2011,53061,"Snohomish County, Washington",42309.0,8677
2011,53063,"Spokane County, Washington",35021.0,4501
2011,53067,"Thurston County, Washington",46158.0,2106
2011,53073,"Whatcom County, Washington",36814.0,1570
2011,53077,"Yakima County, Washington",35038.0,794
2011,54003,"Berkeley County, West Virginia",33160.0,799
2011,54011,"Cabell County, West Virginia",37220.0,1162
2011,54033,"Harrison County, West Virginia",33755.0,378
2011,54039,"Kanawha County, West Virginia",32002.0,1890
2011,54061,"Monongalia County, West Virginia",40312.0,878
2011,54081,"Raleigh County, West Virginia",28143.0,539
2011,54107,"Wood County, West Virginia",24088.0,609
2011,55009,"Brown County, Wisconsin",33616.0,2043
2011,55025,"Dane County, Wisconsin",42329.0,7316
2011,55027,"Dodge County, Wisconsin",34017.0,664
2011,55035,"Eau Claire County, Wisconsin",31557.0,901
2011,55039,"Fond du Lac County, Wisconsin",35563.0,879
2011,55055,"Jefferson County, Wisconsin",34939.0,649
2011,55059,"Kenosha County, Wisconsin",41017.0,1931
2011,55063,"La Crosse County, Wisconsin",34767.0,859
2011,55071,"Manitowoc County, Wisconsin",31107.0,422
2011,55073,"Marathon County, Wisconsin",37239.0,1176
2011,55079,"Milwaukee County, Wisconsin",36990.0,5690
2011,55087,"Outagamie County, Wisconsin",33587.0,1340
2011,55089,"Ozaukee County, Wisconsin",41915.0,3209
2011,55097,"Portage County, Wisconsin",35225.0,277
2011,55101,"Racine County, Wisconsin",36000.0,2198
2011,55105,"Rock County, Wisconsin",34590.0,590
2011,55109,"St. Croix County, Wisconsin",39519.0,1239
2011,55117,"Sheboygan County, Wisconsin",33718.0,710
2011,55127,"Walworth County, Wisconsin",36986.0,788
2011,55131,"Washington County, Wisconsin",41426.0,1542
2011,55133,"Waukesha County, Wisconsin",43939.0,8885
2011,55139,"Winnebago County, Wisconsin",32568.0,2068
2011,55141,"Wood County, Wisconsin",33028.0,601
2011,56021,"Laramie County, Wyoming",34842.0,1093
2011,56025,"Natrona County, Wyoming",29918.0,749
2011,72013,"Arecibo Municipio, Puerto Rico",21545.0,159
2011,72025,"Caguas Municipio, Puerto Rico",21767.0,309
2011,72031,"Carolina Municipio, Puerto Rico",24149.0,312
2011,72061,"Guaynabo Municipio, Puerto Rico",30540.0,985
2011,72113,"Ponce Municipio, Puerto Rico",21998.0,541
2011,72127,"San Juan Municipio, Puerto Rico",24938.0,1828
2011,72135,"Toa Alta Municipio, Puerto Rico",25469.0,182
2011,72137,"Toa Baja Municipio, Puerto Rico",21869.0,45
2011,72139,"Trujillo Alto Municipio, Puerto Rico",26250.0,216
2011,72021,"Bayamón Municipio, Puerto Rico",23242.0,183
2011,72097,"Mayagüez Municipio, Puerto Rico",23370.0,107
2012,29165,"Platte County, Missouri",37073.0,2064
2012,29187,"St. Francois County, Missouri",26274.0,224
2012,29510,"St. Louis city, Missouri",32541.0,1238
2012,29043,"Christian County, Missouri",31723.0,525
2012,29097,"Jasper County, Missouri",28675.0,546
2012,30111,"Yellowstone County, Montana",31845.0,1273
2012,30063,"Missoula County, Montana",36530.0,1082
2012,55079,"Milwaukee County, Wisconsin",38308.0,7605
2012,55101,"Racine County, Wisconsin",40317.0,1727
2012,55117,"Sheboygan County, Wisconsin",34102.0,806
2012,55087,"Outagamie County, Wisconsin",36629.0,2464
2012,55063,"La Crosse County, Wisconsin",32226.0,815
2012,55009,"Brown County, Wisconsin",36752.0,3258
2012,55073,"Marathon County, Wisconsin",32204.0,1411
2012,55133,"Waukesha County, Wisconsin",45203.0,9818
2012,55027,"Dodge County, Wisconsin",33708.0,613
2012,55071,"Manitowoc County, Wisconsin",35354.0,302
2012,55039,"Fond du Lac County, Wisconsin",35012.0,498
2012,55089,"Ozaukee County, Wisconsin",39033.0,2920
2012,55105,"Rock County, Wisconsin",32805.0,1096
2012,55141,"Wood County, Wisconsin",32220.0,533
2012,55059,"Kenosha County, Wisconsin",41310.0,1294
2012,56021,"Laramie County, Wyoming",40029.0,668
2012,47179,"Washington County, Tennessee",35550.0,1509
2012,72061,"Guaynabo Municipio, Puerto Rico",28664.0,829
2012,72127,"San Juan Municipio, Puerto Rico",25056.0,1966
2012,23019,"Penobscot County, Maine",32462.0,901
2012,23001,"Androscoggin County, Maine",35237.0,795
2012,23003,"Aroostook County, Maine",31307.0,202
2012,23005,"Cumberland County, Maine",41219.0,5241
2012,23031,"York County, Maine",36042.0,2292
2012,23011,"Kennebec County, Maine",36842.0,926
2012,24510,"Baltimore city, Maryland",40209.0,5638
